INSERT INTO `emprestimos` (`id_emprestimo`, `numero_conta`, `nome_completo`, `genero`, `estado_civil`, `dependentes`, `educacao`, `emprego`, `propriedade`, `credito`, `renda_mensal_requerente`, `renda_mensal_co_requerente`, `valor_emprestimo`, `duracao_emprestimo`, `resultado_predicao`, `data_registro`) VALUES
(717, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(718, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(719, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(720, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(721, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(722, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(723, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(724, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(725, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(726, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(727, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(728, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(729, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(730, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(731, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(732, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(733, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(734, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(735, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(736, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(737, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(738, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(739, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(740, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(741, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(742, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(743, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(744, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(745, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(746, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(747, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(748, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(749, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(750, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(751, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(752, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(753, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(754, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(755, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(756, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(757, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(758, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(759, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(760, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(761, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(762, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(763, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(764, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(765, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(766, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(767, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(768, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(769, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(770, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(771, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(772, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(773, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(774, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(775, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(776, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(777, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(778, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(779, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(780, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(781, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(782, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(783, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(784, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(785, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(786, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(787, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(788, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(789, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(790, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(791, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(792, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(793, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(794, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(795, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(796, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(797, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(798, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(799, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(800, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(801, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(802, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(803, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(804, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(805, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(806, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(807, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(808, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(809, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57');
INSERT INTO `emprestimos` (`id_emprestimo`, `numero_conta`, `nome_completo`, `genero`, `estado_civil`, `dependentes`, `educacao`, `emprego`, `propriedade`, `credito`, `renda_mensal_requerente`, `renda_mensal_co_requerente`, `valor_emprestimo`, `duracao_emprestimo`, `resultado_predicao`, `data_registro`) VALUES
(810, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(811, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(812, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(813, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(814, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(815, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(816, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(817, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(818, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(819, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(820, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(821, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(822, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(823, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(824, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(825, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(826, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(827, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(828, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(829, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(830, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(831, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(832, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(833, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(834, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(835, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(836, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(837, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(838, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(839, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(840, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(841, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(842, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(843, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(844, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(845, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(846, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(847, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(848, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(849, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(850, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(851, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(852, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(853, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(854, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(855, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(856, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(857, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(858, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(859, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(860, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(861, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(862, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(863, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(864, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(865, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(866, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(867, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(868, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(869, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(870, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(871, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(872, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(873, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(874, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(875, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(876, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(877, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(878, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(879, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(880, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(881, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(882, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(883, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(884, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(885, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(886, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(887, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(888, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(889, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(890, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(891, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(892, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(893, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(894, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
